date,station,city,pressure,wind_speed,wind_direction,temperature,humidity,rain20,rain08,cloud,visibility,phenomenon
20140604,503,E,829.8,4.2,999005,18,68,0,0,43,20000,"01,"
20140604,504,E,844.4,3.7,999003,20.8,52,0,0,999999,15000,
20140605,201,B,996.3,5.9,999010,29.8,79,0,0,70,24645,
20140605,501,E,785.9,8.6,999002,18.3,44,0,1.3,999999,25000,
20140605,502,E,807.1,4.5,999015,20.1,42,0,0,80,50000,
20140605,503,E,827.9,8.2,999002,21.1,40,0,0.1,90,20000,
20140605,504,E,842.2,4.3,999002,24,31,0,0,999999,25000,
20140606,201,B,995.9,4.8,999013,27.9,80,1.1,1.5,97,5918,
20140606,501,E,788.6,9,999015,14.3,66,1.3,0,999999,20000,"80,"
20140606,502,E,810.8,6.6,999001,16.9,43,0,0,33,45000,
20140606,503,E,831.8,9.5,999001,18.2,46,0.1,0,17,30000,"80,"
20140606,504,E,846.4,4.4,999002,20.6,33,0,0,999999,25000,
20140607,201,B,995.2,3.3,999011,27.4,80,0.4,999990,100,14,"80,"
20140607,501,E,785.6,5.4,999015,16.5,53,0,0.1,999999,25000,
20140607,502,E,807.6,3.7,999007,16.8,56,0,0,67,30000,"01,"
20140607,503,E,828,4,999009,18.2,50,0,0,100,20000,
20140607,504,E,842.8,2.6,999004,21,41,0,0,999999,20000,
20140608,201,B,993.9,3.6,999016,29.7,76,0,1.1,27,3872,"05,"
20140608,501,E,785.3,6.2,999002,18.7,37,0.1,0,999999,25000,"80,"
20140608,502,E,806.7,5.1,999005,20.3,45,0,0,80,50000,
20140608,503,E,827.2,7.1,999001,22.2,32,0,0,73,20000,
20140608,504,E,841.8,3.2,999003,24,37,0,0,999999,25000,
20140609,201,B,994.4,4.1,999004,28,76,1.1,0,73,3956,"05,80,"
20140609,501,E,785.7,6.2,999007,17.8,53,0,0,999999,25000,
20140609,502,E,807.8,7.8,999007,17.5,61,4.1,4.1,97,30000,
20140609,503,E,828.1,4.7,999002,20.4,49,6.8,6.8,67,12000,
20140609,504,E,842.6,4.4,999003,22.7,45,0,999990,999999,20000,
20140610,201,B,994.4,3.8,999004,28.2,74,0,3,83,12938,
20140610,501,E,787.5,4,999011,15.8,69,0.7,0.7,999999,25000,
20140610,502,E,809.3,7.1,999008,17.7,62,0,0,100,40000,
20140610,503,E,829.8,4,999009,19.6,60,999990,0,100,30000,"80,"
20140610,504,E,844.5,4.2,999012,21,55,0.3,0.3,999999,20000,"60,"
20140611,201,B,994.8,4.2,999006,27.6,77,3,0,100,2061,"80,"
20140611,501,E,786.8,6.6,999008,17.1,61,0,999990,999999,20000,
20140611,502,E,808.7,8.9,999008,17.6,53,0,999990,90,45000,
20140611,503,E,829,7.4,999009,20.8,49,0,999990,100,30000,
20140611,504,E,843.8,4.2,999006,21.9,46,999990,999990,999999,20000,
20140612,201,B,994.8,4.1,999002,28.5,62,0,0,83,9402,
20140612,501,E,788.1,3.5,999009,13.6,81,1.3,7,999999,20000,"60,"
20140612,502,E,810.3,5.9,999008,14.5,67,0.2,6.8,100,11000,"60,"
20140612,503,E,831.1,4.4,999009,16.5,65,0.6,4.5,100,12000,"80,"
20140612,504,E,845.8,2.5,999006,18.5,52,999990,5.1,999999,20000,"80,60,"
20140613,201,B,995.3,5.2,999004,29.8,53,0,0,47,9076,
20140613,501,E,787.4,3.7,999007,12,87,5.8,0.1,999999,20000,"60,"
20140613,502,E,809.6,2.8,999002,12,92,7,0.4,100,6000,"60,10,"
20140613,503,E,830.8,3.2,999001,14.1,85,3.9,0,100,12000,"80,"
20140613,504,E,845.7,2.5,999014,15.3,80,5.1,999990,999999,11000,"60,"
20140614,201,B,996.2,4.1,999001,30.2,54,0,2.2,50,19304,
20140614,501,E,786.7,5,999003,14.8,70,0,0,999999,15000,"01,"
20140614,502,E,808.9,4.1,999015,16.4,65,0,0,83,11000,"01,"
20140614,503,E,829.4,4.6,999003,17.6,66,999990,999990,87,12000,"01,"
20140614,504,E,844.3,2.8,999003,19.4,60,0,0,999999,11000,
20140615,201,B,994.7,4.5,999001,28.5,75,3.2,3.3,93,3362,"80,"
20140615,501,E,786.4,7,999002,16.9,53,0,0,999999,25000,
20140615,502,E,808.4,3.8,999012,18.2,53,0,0,97,30000,"01,"
20140615,503,E,828.8,4.7,999016,19,51,0,0,100,20000,"01,"
20140615,504,E,843.5,2.7,999011,21.8,48,0,0,999999,15000,
20140616,201,B,994.8,6.2,999010,29.3,84,2.3,0,77,2171,"05,80,10,"
20140616,501,E,785.4,8,999016,18.2,41,1.2,1.2,999999,35000,
20140616,502,E,807.4,9.8,999001,19,48,999990,999990,43,50000,
20140616,503,E,827.7,7.2,999014,20.5,43,0.1,0.1,50,25000,
20140616,504,E,842.4,5.3,999002,24,33,999990,999990,999999,30000,
20140617,201,B,997.4,7,999010,29.4,83,999990,3.6,70,28930,
20140617,501,E,783.7,6.7,999015,17.8,47,0,4.6,999999,30000,
20140617,502,E,805.1,7.6,999008,20.3,38,0,0.6,3,60000,"01,"
20140617,503,E,825.3,3.8,999007,20.6,43,0,3.2,33,30000,
20140617,504,E,839.6,3.6,999003,24,34,0,0.2,999999,25000,
20140618,201,B,997.2,8.1,999010,29.6,81,3.7,4.1,87,2493,"80,"
20140618,501,E,783.3,8.4,999015,15,76,16,13.4,999999,20000,"80,"
20140618,502,E,805.1,10.6,999015,17.7,63,9.5,13.8,77,15000,"80,"
20140618,503,E,826,10,999002,18.4,67,3.2,4.1,67,15000,"80,"
20140618,504,E,840.7,5.6,999004,21.2,54,0.2,3,999999,20000,"80,"
20140619,201,B,996,6.6,999010,30.1,79,4,0.8,67,3102,"80,"
20140619,501,E,786.5,4.1,999015,13.1,81,2,0,999999,25000,"80,"
20140619,502,E,808.9,7.2,999016,15,74,5.2,0.3,100,15000,"80,60,"
20140619,503,E,829.7,4.7,999016,15.6,78,4.3,0.2,100,12000,"80,"
20140619,504,E,844.6,4.5,999003,18.1,63,3.1,0.1,999999,17000,"80,60,"
20140620,201,B,995.3,3.4,999011,29.1,85,14.9,14.2,83,789,"80,"
20140620,501,E,786.5,5.2,999005,14.3,69,0,0,999999,20000,"01,"
20140620,502,E,808.7,8,999015,15.5,70,0,0,100,20000,"01,"
20140620,503,E,829.6,6.2,999012,14.7,77,1.6,1.6,67,15000,
20140620,504,E,844.4,4.9,999003,18.9,56,0.2,0.2,999999,18000,
20140621,201,B,995.6,3.3,999011,29.5,83,6.6,46.3,93,2214,"80,"
20140621,501,E,787.4,4.6,999007,16,60,0,0,999999,30000,"01,"
20140621,502,E,809.7,3.9,999007,16.6,62,0,0,40,50000,"01,"
20140621,503,E,830.2,3.4,999011,18.7,58,0,0,20,20000,"01,"
20140621,504,E,844.8,2.9,999001,20.9,49,0,0,999999,17000,
20140622,201,B,996.7,2.7,999013,26.7,91,47.3,17.7,97,960,"80,"
20140622,501,E,786.3,4.6,999009,18.3,49,0,0,999999,30000,
20140622,502,E,808.2,6.3,999007,19.4,53,0,0,100,50000,"01,"
20140622,503,E,828.3,4.7,999009,21.3,42,0,0,73,20000,
20140622,504,E,842.8,3.6,999004,23.9,37,0,0,999999,20000,
20140623,201,B,996.8,3.3,999006,27.6,88,11.9,4.4,97,682,"80,"
20140623,501,E,783.3,3.9,999004,18.8,54,0.1,3.4,999999,25000,
20140623,502,E,805.4,6.5,999007,20,53,0,0,100,35000,
20140623,503,E,825.3,3.9,999007,22,48,0,0,80,15000,
20140623,504,E,839.8,3.5,999004,24.7,41,0,0,999999,20000,
20140624,201,B,997,4.1,999010,27.3,90,9.1,9.9,87,2076,"80,"
20140624,501,E,782.3,5.9,999015,15.8,78,3.7,0.4,999999,20000,"80,60,"
20140624,502,E,804.3,6.5,999008,15.6,78,2.2,2.7,100,8000,
20140624,503,E,824.5,4.4,999004,19.8,61,1.4,1.5,100,15000,
20140624,504,E,839.3,2.8,999005,20,61,2.3,2.3,999999,15000,
20140625,201,B,998.3,5.8,999010,26.9,92,7.6,9.9,77,2069,"80,"
20140625,501,E,784.5,4.6,999005,16.3,74,0.1,0.1,999999,25000,"01,"
20140625,502,E,806.4,4.8,999002,18.2,73,0.5,0,100,8000,"80,10,01,"
20140625,503,E,826.9,3.4,999010,19.3,73,0.1,0,100,20000,"80,"
20140625,504,E,841.5,2.9,999003,21.4,62,999990,0,999999,12000,"60,"
20140626,201,B,999.1,4.7,999011,29.8,79,5.8,999990,77,1167,"80,"
20140626,501,E,786.7,7.7,999015,18.9,61,0,1.2,999999,20000,
20140626,502,E,808.7,4,999008,19.6,60,0,0,100,20000,"01,"
20140626,503,E,828.7,4,999007,22.1,53,0,0,87,20000,
20140626,504,E,843.4,3.1,999003,23.6,50,0,0,999999,15000,"01,"
20140627,201,B,998.3,4.5,999010,30,79,999990,0,60,16909,"80,"
20140627,501,E,789.3,6.6,999015,16.5,79,1.9,12.4,999999,20000,"80,"
20140627,502,E,810.4,5,999001,20.7,56,0.1,12.2,100,13000,
20140627,503,E,831.3,6.3,999001,22.1,51,0,9.8,100,15000,
20140627,504,E,845.5,3.8,999005,24.4,45,999990,20.2,999999,12000,
20140628,201,B,996.9,4.6,999011,29.9,78,0,0,60,11544,
20140628,501,E,790.2,5.2,999016,13.7,84,15.7,4,999999,20000,"80,60,"
20140628,502,E,812.5,8.5,999015,14.4,90,18.6,6.5,100,6000,"80,60,10,"
20140628,503,E,833.4,4.6,999002,16.1,86,13.5,3.7,100,12000,"80,60,"
20140628,504,E,848.5,3,999002,17,86,26.8,6.6,999999,8000,"60,10,"
20140629,201,B,997.5,4.2,999006,30.3,71,0,2.4,87,26218,"01,"
20140629,501,E,788.6,5.6,999002,15.5,74,11,11,999999,30000,
20140629,502,E,811.3,7.2,999015,15.5,75,13.3,13.4,37,40000,"01,"
20140629,503,E,831.7,6.7,999001,16.5,79,0.6,0.6,67,11000,"01,"
20140629,504,E,846.6,5.5,999002,19.1,65,0.1,0.1,999999,20000,"01,"
20140630,201,B,1000.1,3.8,999004,28.3,86,7,6.1,87,3485,"80,"
20140630,501,E,788.9,5,999008,14.1,78,2.3,2.3,999999,30000,"01,"
20140630,502,E,811.2,9.1,999016,15.8,76,1.3,1.2,100,25000,"80,01,"
20140630,503,E,831.8,7.4,999016,16.9,77,0.9,0.9,100,12000,"01,"
20140630,504,E,846.7,5.3,999001,19.8,66,1.8,1.8,999999,17000,
20140701,201,B,1001.6,6,219,28.1,84,13.9,12.4,97,1567,"80,"
20140701,501,E,788,5.9,86,15.2,69,0.2,0.2,999999,30000,"01,"
20140701,502,E,809.9,4.4,316,18,62,0,0,7,20000,"01,"
20140701,503,E,830.4,4.9,307,18.3,66,0,0,40,12000,"01,"
20140701,504,E,845,2.7,34,21.1,59,0,0,999999,12000,
20140702,201,B,999.8,6.1,210,29.8,78,0,0.4,30,9584,"01,"
20140702,501,E,786.4,6.6,41,16.6,62,0,0.1,999999,30000,"01,"
20140702,502,E,808.1,7.3,235,18.4,59,0,5.6,67,60000,"01,"
20140702,503,E,828.6,7.9,17,18.8,68,3.3,3.5,67,15000,"01,"
20140702,504,E,843.3,3.9,246,21.7,53,0.4,0.6,999999,25000,"01,"
20140703,201,B,997.1,5.1,214,30.1,76,0.4,0,77,8598,"80,"
20140703,501,E,785.8,6.3,246,17.2,61,0.1,0,999999,25000,"80,"
20140703,502,E,808.1,8.3,323,17.6,70,5.6,0,37,50000,"60,"
20140703,503,E,828.5,5,333,19.4,66,0.6,0.4,60,15000,"80,"
20140703,504,E,843.2,4.9,20,21.6,53,0.2,999990,999999,25000,"60,"
20140704,201,B,996.8,4.7,205,30.3,73,0,0,43,14877,
20140704,501,E,783,4.3,139,18.5,58,0,0,999999,30000,"01,"
20140704,502,E,805.1,4,155,18.9,62,0,0,33,60000,"01,"
20140704,503,E,825.3,3.8,123,20.1,63,0,0,10,20000,"01,"
20140704,504,E,839.7,3.2,37,23.6,49,0,0,999999,17000,
20140705,201,B,997,5.4,214,31,70,0,0,43,37777,
20140705,501,E,783,4.5,184,20.9,54,0,0,999999,30000,"01,"
20140705,502,E,804.9,5.5,154,21.5,58,0,0,23,50000,"01,"
20140705,503,E,824.6,3.8,151,23.8,50,0,0,13,20000,
20140705,504,E,839.1,3.1,76,26,42,0,0,999999,30000,
20140706,201,B,997,4.5,213,31,73,0,96.3,87,36254,
20140706,501,E,783.9,7.7,338,21.1,60,999990,1.9,999999,30000,
20140706,502,E,805.6,4.7,153,21.2,64,0,0,23,50000,"01,"
20140706,503,E,825.3,4.2,177,24.7,52,0,0,37,15000,
20140706,504,E,839.7,3.4,52,26.6,45,0,999990,999999,30000,
20140707,201,B,994.8,4.6,54,27.5,87,103.6,7.4,97,315,"80,"
20140707,501,E,785.9,7.3,325,19.4,67,1.9,7.2,999999,20000,"80,"
20140707,502,E,808.1,4.9,158,20.1,66,0,9.8,100,13000,
20140707,503,E,828.2,5.5,346,23.7,51,0,12.9,100,20000,
20140707,504,E,842.7,3.3,18,25.2,49,0.1,12,999999,13000,"80,"
20140708,201,B,993.1,5.5,221,28.7,82,14,13.9,93,1136,"80,"
20140708,501,E,786.5,5,1,13.9,90,16.8,10.7,999999,20000,"60,"
20140708,502,E,808,6.3,307,14.8,96,29,24.3,100,3000,"60,10,"
20140708,503,E,829.5,5.7,351,15.5,90,43.3,32.2,100,12000,"60,"
20140708,504,E,844.3,4.1,10,16.7,88,34.4,27.5,999999,8000,"60,10,"
20140709,201,B,994.9,4.5,211,30.6,71,0,999990,20,4815,"05,"
20140709,501,E,786.9,3.8,142,13.5,93,1.5,0.7,999999,20000,"60,"
20140709,502,E,809.3,3.9,302,14.5,87,6.8,1.7,100,11000,"60,10,"
20140709,503,E,830.2,2.4,146,16.1,86,1.8,0,100,15000,"60,01,"
20140709,504,E,845.1,2.1,276,17.2,82,5.9,0.9,999999,13000,"60,"
20140710,201,B,996.7,4.7,207,29.7,79,1,5.1,93,8064,"80,"
20140710,501,E,787.2,4.3,153,17,81,0.3,0.6,999999,18000,"60,"
20140710,502,E,809.4,3.2,342,17.4,77,0,0,67,6000,"01,10,"
20140710,503,E,830,3,49,18.9,76,0,0,63,15000,"01,"
20140710,504,E,844.6,2.7,52,21.1,65,0,0,999999,13000,
20140711,201,B,997.8,4.2,217,29.1,84,8.6,4.5,63,2298,"80,"
20140711,501,E,788.9,4.3,15,15.8,76,3.4,2.8,999999,25000,"60,"
20140711,502,E,810.4,4.9,310,17.2,65,0,0,100,40000,"01,"
20140711,503,E,830.9,3.8,320,18.2,80,999990,999990,100,12000,"01,"
20140711,504,E,845.8,2.6,239,20.4,63,999990,999990,999999,20000,
20140712,201,B,999.3,5.6,213,29.6,83,6.5,7.9,43,2039,"80,"
20140712,501,E,789.2,5,273,16.4,63,0.5,0.5,999999,30000,
20140712,502,E,811.3,11.8,287,17.2,65,2.4,2.4,37,20000,"01,"
20140712,503,E,832.2,6.1,348,18,74,0.6,0.6,53,12000,"01,"
20140712,504,E,846.9,6.9,28,20.3,60,14.8,14.8,999999,20000,"01,"
20140713,201,B,1000.9,4.9,214,30.1,81,7.6,6.2,43,1247,"80,"
20140713,501,E,788.8,6.2,66,15.2,64,0.1,0.1,999999,30000,
20140713,502,E,811.2,5.5,245,15.2,76,999990,0,93,60000,"80,01,"
20140713,503,E,831.7,5.5,64,17.8,69,0,0,50,20000,"01,"
20140713,504,E,846.8,2.9,20,18.6,68,999990,999990,999999,15000,
20140714,201,B,1002.2,5.3,213,30,79,1,2.8,90,11218,
20140714,501,E,786.9,5.8,251,17.7,55,0,0,999999,30000,
20140714,502,E,809,3.2,248,18.1,57,0,0,33,55000,"01,"
20140714,503,E,829.3,3.4,142,19.3,64,0,0,33,12000,"01,"
20140714,504,E,844.1,3,1,21.7,49,0,0,999999,18000,"01,"
20140715,201,B,1002.6,5.5,209,30,77,1.8,999990,57,6967,"80,"
20140715,501,E,785.4,10,316,17.9,58,0.2,0.2,999999,30000,"01,"
20140715,502,E,806.5,4.9,141,20.4,54,0,4.1,33,60000,"01,"
20140715,503,E,827,8.5,316,20.8,58,0,0,23,15000,"01,"
20140715,504,E,841.6,3.3,7,23.4,47,0,0,999999,15000,"01,"
20140716,201,B,1000.9,3.9,201,30.1,71,0,0,77,24617,"01,"
20140716,501,E,784.4,4.8,325,19.3,53,0,0,999999,30000,
20140716,502,E,806.3,9.6,45,20.7,63,4.1,0,0,60000,"80,01,"
20140716,503,E,826.4,5.2,178,22.9,49,0,0,0,20000,"01,"
20140716,504,E,840.9,3.6,252,25.3,44,0,0,999999,30000,"01,"
20140717,201,B,997.8,7,65,30.6,68,999990,2.1,87,7084,"01,"
20140717,501,E,783.4,4.3,134,20.8,53,0,0,999999,35000,
20140717,502,E,805.3,6.2,140,22.1,58,0,0,0,50000,"01,"
20140717,503,E,825.1,4.6,184,23.6,53,0,0,0,20000,"01,"
20140717,504,E,839.4,3.5,29,25.9,43,0,0,999999,25000,"01,"
20140718,201,B,996.5,6,56,27.6,83,31.6,31.2,77,529,"80,"
20140718,501,E,782.9,4.7,175,20.8,59,0,0,999999,20000,
20140718,502,E,804.8,8,147,21.7,62,0,0,53,45000,"01,"
20140718,503,E,824.7,5.4,145,23.3,56,0,0,30,20000,"01,"
20140718,504,E,838.9,3.9,77,26.4,47,0,0,999999,30000,
20140719,201,B,999.5,5.6,111,29.2,78,2.5,5.3,80,6319,"80,"
20140719,501,E,783.9,4.7,138,20.8,61,0,0,999999,20000,
20140719,502,E,805.6,6,148,21.3,65,0,0,100,30000,
20140719,503,E,825.8,4.6,140,24.1,57,0,0,77,20000,"01,"
20140719,504,E,840,2.7,76,25.7,51,0,0,999999,15000,
20140720,201,B,1000.8,3.5,59,29.5,76,4.5,0,83,1932,"80,"
20140720,501,E,786.4,4.5,7,20.6,51,0,0,999999,30000,
20140720,502,E,808,4.9,142,19.8,79,1,1.5,100,15000,
20140720,503,E,828.2,4.2,60,23.6,58,0,0,100,20000,
20140720,504,E,842.7,2.6,34,24.4,58,0,999990,999999,20000,
20140721,201,B,998.5,3.1,215,29.6,77,0,0,90,14581,
20140721,501,E,786.9,4.9,49,16,75,0.2,0.6,999999,20000,
20140721,502,E,808.3,4.2,324,17.4,81,0.5,0.3,100,15000,"60,"
20140721,503,E,829.1,5.1,9,19.8,56,0,0.2,100,30000,
20140721,504,E,843.7,3.4,54,21.7,52,999990,0,999999,20000,"60,"
20140722,201,B,995.6,3.8,202,30.2,77,999990,999990,40,6461,"01,05,"
20140722,501,E,788.8,2.9,157,13.6,98,5.3,10.4,999999,12000,"60,"
20140722,502,E,811,4.3,319,14.8,94,1.1,3.6,100,5000,"60,10,"
20140722,503,E,832,3.7,15,16.3,88,0.9,6.5,100,15000,"60,01,"
20140722,504,E,846.9,2.7,32,17.7,82,1.2,7,999999,11000,
20140723,201,B,992.1,6.4,209,30.8,79,0,999990,77,8743,
20140723,501,E,790.7,3.5,158,13.3,93,7.1,1.6,999999,15000,"60,"
20140723,502,E,813.3,3.4,10,14.7,92,5.5,2.7,97,5000,"60,10,"
20140723,503,E,834.2,2.5,114,15.9,88,7.2,1.4,77,12000,"60,"
20140723,504,E,849.2,1.9,6,17.4,81,8.6,2.8,999999,11000,"60,"
20140724,201,B,993.6,7.3,215,29.7,89,1.6,13.9,100,3443,"80,"
20140724,501,E,787.5,5.5,148,16.7,75,0,0,999999,20000,
20140724,502,E,809.7,3.3,245,17.3,65,0,0,0,45000,"01,"
20140724,503,E,830.2,2.7,69,18.1,77,0,0,33,300,"01,10,42[300],"
20140724,504,E,844.9,2.7,3,20.9,61,0,0,999999,17000,"01,"
20140725,201,B,998.3,4.8,300,28.6,82,12.7,0.4,73,753,"80,"
20140725,501,E,786.2,10.3,7,18.3,68,4.9,4.9,999999,20000,"01,"
20140725,502,E,807.8,7.8,5,19.9,61,5,5.1,33,40000,"01,"
20140725,503,E,828,7.2,317,21.3,59,0,0,33,12000,"01,"
20140725,504,E,842.6,3.6,16,23.3,49,0,0,999999,25000,"01,"
20140726,201,B,1001.6,4.1,120,27.5,88,20.7,24.4,83,687,"01,"
20140726,501,E,787.7,10,19,19,67,1.1,1.1,999999,20000,
20140726,502,E,809.4,8.3,142,21.2,62,0.1,1.2,37,50000,"80,01,"
20140726,503,E,829.9,6.4,5,22.7,54,0,0.3,33,15000,"01,"
20140726,504,E,844.4,7.8,314,23.4,57,16.9,32.4,999999,5000,
20140727,201,B,1001.7,4.9,107,28.3,84,23.2,19.5,70,335,"80,"
20140727,501,E,787.5,7.1,250,20.1,60,0.7,0.7,999999,30000,
20140727,502,E,809.3,9.9,325,21.4,62,1.2,0,50,30000,"80,01,"
20140727,503,E,829.3,7.2,151,24.1,57,0.3,0,37,15000,"80,"
20140727,504,E,843.8,7.7,289,25.3,56,15.5,0,999999,25000,"80,01,"
20140728,201,B,999.3,5.2,213,29.5,71,0,0,57,28500,
20140728,501,E,783.8,8.2,316,19.6,61,0.6,0.6,999999,30000,"01,"
20140728,502,E,805.3,5.5,183,21.9,61,0,0,17,50000,"01,"
20140728,503,E,825.3,6.6,317,23.7,53,0,0,37,20000,"01,"
20140728,504,E,839.5,3,248,26.3,47,0,0,999999,20000,
20140729,201,B,998,4.5,207,29.9,69,0,0,67,18764,
20140729,501,E,783.2,9.8,333,20.5,57,2.3,2.3,999999,28000,
20140729,502,E,804.4,7.5,137,23.5,55,1.3,7.1,33,12000,"01,"
20140729,503,E,824.3,9.3,5,23.8,48,0,0,33,20000,
20140729,504,E,838.5,3,248,27.6,45,0,25.8,999999,25000,
20140730,201,B,998,6.1,211,30.1,74,0,0,10,11212,
20140730,501,E,784.2,5.2,309,21.3,57,3.5,3.5,999999,20000,
20140730,502,E,805.9,7.3,228,23,57,5.8,0,37,15000,"80,01,"
20140730,503,E,825.8,6.3,163,24,58,2.1,2.1,40,20000,
20140730,504,E,840.1,6.7,65,25.8,55,25.8,0,999999,25000,"80,"
20140731,201,B,995.8,5.4,208,30.6,76,0,0,0,11729,"01,"
20140731,501,E,786.7,9.6,141,20.4,63,0,0,999999,20000,
20140731,502,E,808.2,7.4,165,22,67,0,999990,100,18000,
20140731,503,E,828.5,5.1,219,21.3,75,5.9,5.9,77,15000,"01,"
20140731,504,E,842.9,4.1,240,25.2,54,0.1,0.1,999999,20000,
20140801,201,B,994,5.5,206,30.4,72,999990,8.1,50,7811,
20140801,501,E,786.2,6.1,311,20.5,57,0,0,999999,25000,"01,"
20140801,502,E,807.8,6,133,21.8,67,2.1,2.1,43,50000,"80,01,"
20140801,503,E,828.1,7.3,110,21.6,72,0.1,0.1,37,20000,"01,"
20140801,504,E,842.5,3.2,78,24.8,56,0,5.2,999999,30000,
20140802,201,B,994,4.3,217,29.4,79,8.1,1.7,10,2203,"80,"
20140802,501,E,785.5,5.5,309,21.5,46,0,0,999999,25000,
20140802,502,E,806.8,5,133,22.8,55,0,0,23,12000,"01,"
20140802,503,E,827.1,4.5,170,24.2,49,0,0,23,20000,
20140802,504,E,841.5,3.9,70,24.9,55,5.2,0,999999,20000,"80,"
20140803,201,B,994.6,5.6,322,28.5,84,1.7,0.3,73,4757,"80,"
20140803,501,E,784.7,6.3,312,17.4,69,5.7,7,999999,15000,
20140803,502,E,806,7.3,331,20.1,59,0,0.3,77,25000,
20140803,503,E,826.8,6.5,1,20.5,61,1.4,6,73,20000,
20140803,504,E,841.1,4.1,17,23.2,53,1,5.4,999999,20000,
20140804,201,B,995.2,4.6,217,29.9,79,0.3,0,77,9085,"80,"
20140804,501,E,787.1,3.1,139,14.6,94,3.3,4.9,999999,8000,"80,60,10,"
20140804,502,E,809.2,6.6,305,16.7,81,0.3,0.9,100,8000,"60,10,"
20140804,503,E,829.9,3,18,17.5,84,5,4.3,100,12000,"60,"
20140804,504,E,844.8,2,215,19.1,79,4.4,999990,999999,20000,"80,60,"
20140805,201,B,996.1,3.7,56,29.2,81,1.5,1.5,67,5400,"01,"
20140805,501,E,785.7,3.6,312,14.8,98,15.3,15.9,999999,8000,"60,10,"
20140805,502,E,807.4,5.5,313,16.3,96,6.8,16.5,100,6000,"60,10,"
20140805,503,E,828.3,3.8,23,16.8,91,10.3,16.8,100,12000,"60,"
20140805,504,E,843.1,2.4,269,18.7,85,3.6,13.4,999999,11000,
20140806,201,B,996.1,4.7,215,29,83,14.8,37.3,77,573,
20140806,501,E,787.2,4.1,132,12.9,96,4.8,1.3,999999,12000,"60,"
20140806,502,E,809.5,5.6,309,13.4,92,12.4,1.8,100,7000,"10,60,"
20140806,503,E,830.7,3.9,354,14.6,87,11.3,0.9,100,12000,"60,"
20140806,504,E,845.8,2.2,267,15.8,84,13.9,4.1,999999,11000,"60,"
20140807,201,B,996.1,5.6,210,28,90,22.6,0.1,100,521,"80,"
20140807,501,E,786.1,4,126,17.3,82,0,0,999999,12000,
20140807,502,E,808.1,2.9,327,18.3,72,0,0.3,100,11000,"01,"
20140807,503,E,828.9,2.9,79,18.8,79,0,0,93,7000,"01,10,"
20140807,504,E,843.4,2.5,53,20.9,66,0,0,999999,13000,
20140808,201,B,995.7,5.8,217,29.7,79,0,0,47,39155,
20140808,501,E,785.9,4,128,17.6,77,0.2,0.2,999999,15000,
20140808,502,E,807.9,4.9,155,17.9,70,0.7,0.4,100,35000,"60,"
20140808,503,E,828.4,4.7,151,19.4,78,0.1,0.1,100,15000,"01,"
20140808,504,E,843,2.4,265,21.6,64,999990,999990,999999,20000,
20140809,201,B,996.9,6.2,217,30.1,75,999990,999990,50,18629,
20140809,501,E,785.8,5.9,316,18.4,71,0,0,999999,20000,"01,"
20140809,502,E,807.7,2.6,92,19.4,63,0,0,3,60000,"01,"
20140809,503,E,828.1,2.6,155,19.6,77,0,0,17,12000,"01,"
20140809,504,E,842.5,2.1,60,22.7,58,0,0,999999,20000,"01,"
20140810,201,B,997.3,7.5,222,29.6,80,0,0,73,40111,
20140810,501,E,787.1,4.1,305,15.8,82,3.3,3.4,999999,20000,
20140810,502,E,808.4,6.9,309,17.8,70,999990,999990,100,30000,"01,"
20140810,503,E,829.1,4.9,6,18.2,80,0,0,100,20000,"01,"
20140810,504,E,843.6,3.2,292,20.9,64,1.7,3.7,999999,20000,
20140811,201,B,996.1,8.1,221,30,78,0,0,100,36122,
20140811,501,E,788,4.5,152,14.9,84,11.3,23.1,999999,18000,"80,"
20140811,502,E,810.3,4.2,326,15.6,80,999990,0.8,100,7000,"10,"
20140811,503,E,831.2,3.5,26,17.3,73,0,0.4,100,15000,"01,"
20140811,504,E,846.1,2.6,52,18.8,68,2,0.5,999999,25000,"80,"
20140812,201,B,994.7,6.1,219,28.9,85,5.8,33.5,100,2203,
20140812,501,E,789,6.6,3,14.2,76,12,0.3,999999,30000,"80,"
20140812,502,E,811.3,8.2,19,16.6,67,0.8,0,87,12000,"80,60,"
20140812,503,E,831.9,5.6,69,17.7,70,0.5,0.1,73,15000,"80,"
20140812,504,E,847,4.9,21,19.5,62,0.8,0.3,999999,25000,"60,"
20140813,201,B,995.7,5.7,219,26.4,93,43.3,15.8,100,337,"80,"
20140813,501,E,789.8,5.1,356,13.7,66,0.2,0,999999,25000,"80,01,"
20140813,502,E,812.1,5.3,329,15.3,63,0,0,73,50000,"01,"
20140813,503,E,832.8,5.5,77,16.4,69,0,0,77,20000,"01,"
20140813,504,E,847.8,3.2,45,19.6,54,0,0,999999,15000,
20140814,201,B,1000.5,7.4,224,27.9,84,0.2,0,83,9908,"80,"
20140814,501,E,789.5,5.8,233,13.1,65,0,0,999999,25000,"01,"
20140814,502,E,811.7,4.8,319,16.9,52,0,0,27,35000,"01,"
20140814,503,E,832.4,4,285,16.7,57,0,0,23,15000,"01,"
20140814,504,E,847.3,3.5,252,19.7,48,0,0,999999,20000,
20140815,201,B,1002.6,6.3,219,29.4,76,0,0,63,29148,"01,"
