code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
603126,中材节能,0.1,6.8,,4.16,,6325.24,6.8,,08-28
603335,迪生力,0.16,-11.11,,8.33,,3007.72,-10.29,,08-28
002887,绿茵生态,1.47,6.52,,11.81,,8827.24,6.42,,08-28
300338,ST开元,0.19,831.5,,3.91,,5510.85,992.84,,08-28
002736,国信证券,0.23,-14.81,,4.23,,201322.04,-8.34,,08-28
301077,星华新材,0.44,-64.23,2.8,16.89,,1334.27,20.6,10转5,08-28
300592,华凯易佰,0.1,-2.4,,2.58,,1144.24,24.99,,08-28
301190,善水科技,0.24,,1.14,20.38,,2396.77,,,08-28
600012,皖通高速,0.32,8.85,,5.91,,52432.3,8.86,,08-28
601399,国机重装,0.12,220.74,,42.28,,40000.71,221.15,,08-28
605166,聚合顺,0.11,22.22,1.15,8.84,,2228.49,12.7,,08-28
300835,龙磁科技,0.6,53.85,5.71,11.06,,3176.91,53.76,,08-28
300581,晨曦航空,0.31,-42.49,,3.17,,1656.4,-9.35,,08-28
300613,富瀚微,1.42,-13.94,,8.52,,5779.51,5.29,,08-28
301302,华如科技,0.2,566.67,2.43,8.9,,1175.92,951.55,,08-28
300117,嘉寓股份,0.03,-50.0,,1.45,,2061.27,-29.88,,08-28
688168,安博通,0.21,,18.2,1.63,,169.26,,,08-28
600188,兖矿能源,0.65,438.84,,7.1,,318914.4,438.32,,08-28
002171,楚江新材,0.32,78.89,,5.28,,17235.37,118.22,10转10,08-28
002203,海亮股份,0.24,36.3,,8.97,,40237.82,36.29,,08-28
688109,品茗科技,0.39,-75.24,2.3,18.42,,1585.05,1.0,,08-28
688287,观典防务,0.21,5.0,2.21,10.13,,2530.93,5.66,,08-28
000729,燕京啤酒,0.17,8.75,,3.77,,49161.15,8.78,,08-28
600958,东方证券,0.28,16.67,,4.27,,175524.23,36.76,,08-28
600618,氯碱化工,0.22,1925.23,,12.13,,25055.82,1931.41,,08-28
002291,星期六,0.06,10.69,,1.21,,2231.39,10.7,,08-28
300512,中亚股份,0.32,-55.56,,6.43,,8762.78,13.68,,08-28
301030,仕净科技,0.11,-42.11,4.72,2.42,,729.36,-19.51,,08-28
002377,国创高新,-0.01,-11.02,,-0.63,,-488.49,-10.72,,08-28
603331,百达精工,0.38,35.71,,9.63,,3594.09,34.34,,08-28
300302,同有科技,0.03,-70.0,,1.65,,1190.79,-72.96,,08-28
002465,海格通信,0.06,-33.33,,1.91,,13831.22,-29.01,,08-28
300501,海顺新材,0.51,-25.0,,5.94,,3449.76,3.17,,08-28
300522,世名科技,0.44,-18.52,,5.1,,2906.13,1.64,,08-28
601990,南京证券,0.1,-15.97,3.73,2.6,,24252.99,-17.6,,08-28
600582,天地科技,0.08,15.71,,2.36,,33526.97,15.98,,08-28
300655,晶瑞电材,0.16,-22.25,,4.5,,1430.63,3.68,10派2,08-28
300425,中建环能,0.1,-46.95,,2.62,,3759.61,11.81,,08-28
002290,禾盛新材,0.13,44.44,,2.49,,3033.45,53.23,,08-28
603060,国检集团,0.26,-1.9,,5.94,,5670.68,30.79,,08-28
002510,天汽模,0.09,-10.0,,3.72,,7639.38,-7.35,,08-28
601609,金田股份,0.24,166.67,3.0,8.43,,29563.6,171.72,,08-28
000620,新华联,0.1,66.67,,2.98,,18613.86,76.02,,08-28
300665,飞鹿股份,0.16,14.29,,3.75,,927.67,12.96,,08-28
600380,健康元,0.2,25.03,,5.9,,32706.86,27.07,,08-28
000061,农产品,0.01,-68.59,,0.21,,1015.54,-68.71,,08-28
600705,中航产融,0.14,7.69,,5.73,,127557.12,12.96,10派0.15,08-28
002592,ST八菱,0.28,27.27,,3.75,,7871.05,23.85,,08-28
300824,北鼎股份,0.11,9.61,1.58,7.02,,1789.11,9.59,,08-28
688701,卓锦股份,0.24,84.62,2.5,9.86,,353.08,86.47,,08-28
000807,云铝股份,0.06,122.22,,1.58,,14702.07,188.32,,08-28
002435,长江健康,0.31,342.86,,2.99,,15243.83,931.03,,08-28
603385,惠达卫浴,0.38,15.15,,4.51,,10863.93,54.6,,08-28
300539,横河精密,0.08,-60.0,,4.44,,1598.13,11.85,,08-28
688300,联瑞新材,0.3,57.89,2.81,10.53,,1786.89,60.61,,08-28
002424,贵州百灵,0.17,13.33,,7.69,,23871.44,10.58,,08-28
000060,中金岭南,0.25,1150.0,,6.95,,55207.97,1167.74,10派0.3,08-28
603160,汇顶科技,1.08,42.49,,16.51,,48197.57,58.52,,08-28
002559,亚威股份,0.13,11.33,,3.07,,4876.84,6.76,,08-28
600475,华光环能,0.47,131.55,,6.13,,25391.34,392.1,10派1,08-28
688510,航亚科技,0.03,,1.02,2.97,,415.01,,,08-28
600167,联美控股,0.63,35.88,,13.45,,45014.52,42.56,10派1.6,08-28
600536,中国软件,-0.34,209.09,,-8.57,,-16914.64,212.66,,08-28
600610,中毅达,0.0,-107.69,,0.1,,117.36,-107.73,,08-28
600690,海尔智家,0.73,33.7,,15.47,,442706.84,33.54,,08-28
601366,利群股份,0.28,-3.45,,6.27,,20870.06,6.67,,08-28
002856,美芝股份,0.27,-23.17,,4.85,,2358.5,-10.37,,08-28
603997,继峰股份,0.22,-18.52,,8.82,,13959.78,22.07,,08-28
600523,贵航股份,0.34,30.77,,4.62,,9847.08,31.01,,08-28
300605,恒锋信息,0.17,-9.73,,5.8,,1382.17,15.35,,08-28
002503,搜于特,0.12,-14.29,,6.83,,36104.82,96.38,,08-28
600028,中国石化,0.22,40.88,,3.79,,2709200.0,40.74,10派1,08-28
688181,八亿时空,0.15,50.0,4.07,4.25,,872.63,44.12,,08-28
000733,振华科技,0.31,22.54,,3.53,,14325.15,22.64,,08-28
002691,冀凯股份,0.03,-25.0,,0.68,,583.54,-20.73,,08-28
300659,中孚信息,0.1,42.86,,3.44,,634.78,45.61,,08-28
002163,海南发展,-0.05,400.0,,-5.55,,-3973.34,684.82,,08-28
601218,吉鑫科技,0.03,-45.75,,1.28,,3288.0,-45.86,,08-28
300462,华铭智能,0.14,-30.0,,3.46,,1929.67,-28.62,,08-28
301042,安联锐视,0.71,154.2,4.61,15.94,,3666.13,159.19,,08-28
300583,赛托生物,0.27,-58.61,,1.93,,2792.5,-46.97,,08-28
301321,翰博高新,0.72,-1.37,4.45,17.74,,3163.48,-0.96,,08-28
300051,三五互联,0.08,-27.27,,3.13,,2915.38,-28.82,,08-28
603993,洛阳钼业,0.05,65.02,,4.43,,83513.87,63.14,,08-28
688239,航宇科技,-0.05,-80.77,4.35,-1.21,,-393.89,-82.19,,08-28
688351,微电生理,-0.13,,0.92,-13.0,,-899.25,,,08-28
301115,建科股份,0.21,-41.67,3.97,5.39,,2208.16,7.78,,08-28
000858,五粮液,1.31,27.93,,10.03,,497150.56,27.91,,08-28
300669,沪宁股份,0.28,1.59,,8.04,,1779.43,1.57,,08-28
300108,*ST吉药,0.12,-18.83,,4.06,,7426.31,21.69,,08-28
603321,梅轮电梯,0.19,,2.38,8.75,0.04,4449.25,,,08-28
300788,中信出版,0.8,59.74,4.69,17.81,,11381.97,77.08,,08-28
300593,新雷能,0.13,-51.85,,3.43,,1539.42,-33.08,,08-28
300658,延江股份,0.55,-17.91,,16.35,,4357.41,-13.62,,08-28
000930,中粮科技,0.23,1692.31,,13.39,,22423.48,1756.14,,08-28
605183,确成股份,0.22,0.0,3.12,7.19,,7889.05,5.67,,08-28
002589,瑞康医药,0.34,-12.76,,7.24,,51412.07,136.7,,08-28
301318,维海德,0.67,,3.14,25.16,,1685.49,,,08-28
603126,中材节能,0.1,6.8,,4.16,,6325.24,6.8,,08-28
603335,迪生力,0.16,-11.11,,8.33,,3007.72,-10.29,,08-28
002887,绿茵生态,1.47,6.52,,11.81,,8827.24,6.42,,08-28
300338,ST开元,0.19,831.5,,3.91,,5510.85,992.84,,08-28
002736,国信证券,0.23,-14.81,,4.23,,201322.04,-8.34,,08-28
301077,星华新材,0.44,-64.23,2.8,16.89,,1334.27,20.6,,08-28
300592,华凯易佰,0.1,-2.4,,2.58,,1144.24,24.99,,08-28
688518,联赢激光,0.22,-21.43,1.83,12.59,,4206.69,18.67,,08-28
600612,老凤祥,1.11,11.41,,10.9,,58259.24,11.42,,08-28
002752,昇兴股份,0.08,-42.86,,4.04,,6888.59,-23.0,,08-28
002505,鹏都农牧,0.0,22.22,,0.22,,1211.09,21.07,,08-28
002811,郑中设计,0.21,-34.59,,3.01,,3767.08,-12.52,,08-28
603326,我乐家居,0.1,1681.03,,4.04,,1239.49,1694.28,,08-28
601601,中国太保,0.72,5.88,14.51,4.8,4.54,650900.0,5.98,,08-28
688199,久日新材,0.31,19.23,7.69,4.11,,2464.63,22.63,,08-28
603600,永艺股份,0.26,-54.39,,10.32,,6557.53,15.63,,08-28
300008,天海防务,0.2,-42.5,,3.22,,9495.75,-6.64,,08-28
600705,中航产融,0.14,7.69,,5.73,,127557.12,12.96,10派0.15,08-28
002592,ST八菱,0.28,27.27,,3.75,,7871.05,23.85,,08-28
002361,神剑股份,0.06,-33.33,,2.96,,5531.42,-27.86,,08-28
003032,传智教育,1.01,,2.7,31.97,,5319.26,,,08-28
688596,正帆科技,0.08,166.67,2.24,3.57,,1169.08,133.02,,08-28
300596,利安隆,0.33,-39.17,,7.54,,5748.21,17.72,,08-28
002693,双成药业,-0.04,-20.0,,-3.22,,-1754.1,-11.35,,08-28
300628,亿联网络,4.67,40.66,,17.85,,30509.43,63.97,,08-28
000061,农产品,0.01,-68.59,,0.21,,1015.54,-68.71,,08-28
300824,北鼎股份,0.11,9.61,1.58,7.02,,1789.11,9.59,,08-28
603385,惠达卫浴,0.38,15.15,,4.51,,10863.93,54.6,,08-28
300539,横河精密,0.08,-60.0,,4.44,,1598.13,11.85,,08-28
688701,卓锦股份,0.24,84.62,2.5,9.86,,353.08,86.47,,08-28
000807,云铝股份,0.06,122.22,,1.58,,14702.07,188.32,,08-28
002435,长江健康,0.31,342.86,,2.99,,15243.83,931.03,,08-28
002559,亚威股份,0.13,11.33,,3.07,,4876.84,6.76,,08-28
600475,华光环能,0.47,131.55,,6.13,,25391.34,392.1,10派1,08-28
688300,联瑞新材,0.3,57.89,2.81,10.53,,1786.89,60.61,,08-28
002424,贵州百灵,0.17,13.33,,7.69,,23871.44,10.58,,08-28
000060,中金岭南,0.25,1150.0,,6.95,,55207.97,1167.74,10派0.3,08-28
603160,汇顶科技,1.08,42.49,,16.51,,48197.57,58.52,,08-28
600690,海尔智家,0.73,33.7,,15.47,,442706.84,33.54,,08-28
601366,利群股份,0.28,-3.45,,6.27,,20870.06,6.67,,08-28
002856,美芝股份,0.27,-23.17,,4.85,,2358.5,-10.37,,08-28
603997,继峰股份,0.22,-18.52,,8.82,,13959.78,22.07,,08-28
688510,航亚科技,0.03,,1.02,2.97,,415.01,,,08-28
600167,联美控股,0.63,35.88,,13.45,,45014.52,42.56,10派1.6,08-28
600536,中国软件,-0.34,209.09,,-8.57,,-16914.64,212.66,,08-28
600610,中毅达,0.0,-107.69,,0.1,,117.36,-107.73,,08-28
002503,搜于特,0.12,-14.29,,6.83,,36104.82,96.38,,08-28
600028,中国石化,0.22,40.88,,3.79,,2709200.0,40.74,10派1,08-28
688181,八亿时空,0.15,50.0,4.07,4.25,,872.63,44.12,,08-28
600523,贵航股份,0.34,30.77,,4.62,,9847.08,31.01,,08-28
300605,恒锋信息,0.17,-9.73,,5.8,,1382.17,15.35,,08-28
600297,广汇汽车,0.28,10.64,,8.16,,200221.88,45.08,,08-26
002797,第一创业,0.05,-54.55,,2.18,,18922.03,-17.97,,08-26
603889,新澳股份,0.35,16.67,,9.15,,11192.31,14.1,,08-26
603958,哈森股份,0.2,-37.5,,3.67,,4370.98,-18.58,,08-26
600809,山西汾酒,0.69,67.65,,12.98,,60168.37,67.63,,08-26
000692,惠天热电,0.01,-90.56,,0.27,,377.16,-90.59,,08-26
300295,三六五网,0.25,-16.67,,4.58,,4810.56,-17.61,,08-26
300363,博腾股份,0.14,-36.36,,4.57,,5961.2,-35.83,,08-26
600726,*ST华源,0.05,-70.59,,3.04,,10479.17,-68.09,,08-26
002579,中京电子,0.01,-96.15,,0.56,,560.32,-93.88,,08-26
002315,焦点科技,0.14,-13.9,,1.69,,3304.02,72.92,,08-26
300317,珈伟新能,0.26,-16.14,,4.84,,22559.5,84.49,,08-26
600926,杭州银行,0.69,-31.0,10.96,6.39,4.54,253111.9,7.86,,08-26
300350,华鹏飞,0.11,-8.33,,3.12,,5853.18,69.39,,08-26
002152,广电运通,0.22,-8.33,,6.16,,53226.23,49.32,,08-26
300386,飞天诚信,0.06,-14.29,,1.63,,2568.2,-10.93,,08-26
300004,南风股份,0.19,280.0,,3.13,,9889.88,292.99,,08-26
603903,中持股份,0.16,-37.64,,2.54,,1397.49,-26.4,,08-26
603977,国泰集团,0.15,-53.13,,3.22,,3243.2,-39.62,,08-26
600415,小商品城,0.19,90.0,,9.72,,103527.88,80.24,,08-26
600135,乐凯胶片,0.13,68.22,,2.99,,4976.33,68.33,,08-26
000690,宝新能源,0.12,-42.86,,3.2,,26719.61,-32.14,,08-26
600584,长电科技,0.07,600.0,,1.36,,8899.23,730.69,,08-26
300095,华伍股份,0.06,-5.56,,1.9,,2378.28,3.19,,08-26
000623,吉林敖东,0.78,-17.02,,4.78,,91123.18,8.7,,08-26
601818,光大银行,0.34,3.03,5.05,6.88,-5.14,1693900.0,3.04,,08-26
300315,掌趣科技,0.1,-33.33,,3.13,,26711.89,-36.17,,08-26
000816,智慧农业,-0.04,-434.86,,-1.56,,-5175.08,-433.13,,08-26
603123,翠微股份,0.11,29.89,,2.01,,5925.69,30.13,,08-26
601028,玉龙股份,-0.0,-100.75,,-0.01,,-26.29,-100.95,,08-26
300303,聚飞光电,0.06,-33.33,,3.9,,7197.57,21.14,,08-26
600560,金自天正,0.05,-22.17,,1.55,,1139.16,-22.07,,08-26
300072,海新能科,0.68,0.0,,17.63,,121298.54,50.83,,08-26
000069,华侨城A,0.21,9.77,,3.85,,173367.34,9.74,,08-26
601008,连云港,0.0,-33.33,,0.12,,386.76,-37.07,,08-26
600712,南宁百货,-0.02,142.11,,-1.18,,-1250.08,142.61,,08-26
000561,烽火电子,0.03,-50.0,,1.43,,1647.52,-54.27,,08-26
600057,厦门象屿,0.23,76.92,,3.96,,29693.27,94.38,,08-26
600099,林海股份,0.01,0.0,,0.28,,135.84,0.55,,08-26
600467,好当家,0.03,15.0,,1.47,,4373.68,15.16,,08-26
600805,悦达投资,0.01,-89.47,,0.13,,854.54,-89.43,,08-26
300025,华星创业,0.06,-14.29,,2.87,,2585.82,-7.29,,08-26
000789,万年青,0.14,30.2,,3.07,,8752.51,30.23,,08-26
000888,峨眉山A,0.12,5.68,,3.04,,6278.05,5.71,,08-26
601099,太平洋,-0.02,-154.55,,-1.05,,-12319.9,-184.21,,08-26
000509,华塑控股,-0.01,-56.04,,-35.15,,-1081.15,-56.0,,08-26
601211,国泰君安,0.56,-9.68,13.42,4.66,,475626.61,-5.26,,08-26
600037,歌华有线,0.27,-6.52,,2.99,,37880.08,-6.55,,08-26
600121,郑州煤电,0.4,-310.53,,13.5,,40584.54,-310.84,,08-26
600162,香江控股,0.1,2.0,,5.48,,33039.88,35.25,,08-26
600866,星湖科技,-0.06,125.53,,-3.9,,-4102.37,125.54,,08-26
002409,雅克科技,0.12,36.11,,2.76,,4263.44,40.76,,08-26
603063,禾望电气,0.34,9.68,,8.5,,12364.38,10.79,,08-26
603189,网达软件,0.05,-44.44,,1.5,,1193.46,-21.2,,08-26
300116,保力新,0.23,-8930.77,,6.89,,55843.66,-43772.27,,08-26
002544,普天科技,0.04,25.87,,1.54,,2056.89,26.0,,08-26
600780,通宝能源,0.02,-69.44,,0.54,,2568.93,-69.44,,08-26
600481,双良节能,0.01,-77.78,,0.64,,1359.47,-77.79,,08-26
002333,罗普斯金,-0.01,-103.62,,-0.34,,-527.3,-103.63,,08-26
600150,中国船舶,-0.01,-216.67,,-0.13,,-1973.95,-215.53,,08-26
600265,ST景谷,-0.07,-30.0,,-54.74,,-871.99,-34.39,,08-26
002202,金风科技,0.31,-41.77,,5.76,,113291.83,-21.87,,08-26
300137,先河环保,0.14,13.49,,3.27,,4934.85,14.0,,08-26
000523,广州浪奇,0.03,65.0,,0.96,,1708.88,39.06,,08-26
600343,航天动力,0.02,-6.94,,0.6,,1314.43,-6.94,,08-26
603355,莱克电气,0.56,1.82,,7.29,,22525.51,2.05,,08-26
600056,中国医药,0.61,21.33,,9.13,,65264.75,28.05,,08-26
600132,重庆啤酒,0.33,65.0,,12.98,,16176.21,64.55,,08-26
000686,东北证券,0.13,-51.85,,1.99,,31094.66,-47.13,,08-26
601098,中南传媒,0.49,4.26,,6.79,,88309.53,5.1,,08-26
300126,锐奇股份,0.01,-82.14,,0.14,,141.64,-83.49,,08-26
600697,欧亚集团,0.84,1.2,,6.08,,13290.37,0.52,,08-26
601208,东材科技,0.11,175.0,,2.88,,6668.78,154.78,,08-26
000572,海马汽车,0.01,-86.05,,0.32,,2437.33,-86.04,,08-26
600865,百大集团,0.09,-43.4,,2.04,,3511.46,-41.27,,08-26
600198,大唐电信,-0.37,-14.17,,-14.82,,-32201.6,-14.19,,08-26
601818,光大银行,0.34,3.03,5.05,6.88,-5.14,1693900.0,3.04,,08-26
300303,聚飞光电,0.06,-33.33,,3.9,,7197.57,21.14,,08-26
600560,金自天正,0.05,-22.17,,1.55,,1139.16,-22.07,,08-26
300072,海新能科,0.68,0.0,,17.63,,121298.54,50.83,,08-26
000069,华侨城A,0.21,9.77,,3.85,,173367.34,9.74,,08-26
601008,连云港,0.0,-33.33,,0.12,,386.76,-37.07,,08-26
600712,南宁百货,-0.02,142.11,,-1.18,,-1250.08,142.61,,08-26
000561,烽火电子,0.03,-50.0,,1.43,,1647.52,-54.27,,08-26
300025,华星创业,0.06,-14.29,,2.87,,2585.82,-7.29,,08-26
000789,万年青,0.14,30.2,,3.07,,8752.51,30.23,,08-26
000888,峨眉山A,0.12,5.68,,3.04,,6278.05,5.71,,08-26
601099,太平洋,-0.02,-154.55,,-1.05,,-12319.9,-184.21,,08-26
000509,华塑控股,-0.01,-56.04,,-35.15,,-1081.15,-56.0,,08-26
601211,国泰君安,0.56,-9.68,13.42,4.66,,475626.61,-5.26,,08-26
600057,厦门象屿,0.23,76.92,,3.96,,29693.27,94.38,,08-26
600099,林海股份,0.01,0.0,,0.28,,135.84,0.55,,08-26
600467,好当家,0.03,15.0,,1.47,,4373.68,15.16,,08-26
600805,悦达投资,0.01,-89.47,,0.13,,854.54,-89.43,,08-26
600162,香江控股,0.1,2.0,,5.48,,33039.88,35.25,,08-26
600866,星湖科技,-0.06,125.53,,-3.9,,-4102.37,125.54,,08-26
002409,雅克科技,0.12,36.11,,2.76,,4263.44,40.76,,08-26
603063,禾望电气,0.34,9.68,,8.5,,12364.38,10.79,,08-26
603189,网达软件,0.05,-44.44,,1.5,,1193.46,-21.2,,08-26
300116,保力新,0.23,-8930.77,,6.89,,55843.66,-43772.27,,08-26
002544,普天科技,0.04,25.87,,1.54,,2056.89,26.0,,08-26
600037,歌华有线,0.27,-6.52,,2.99,,37880.08,-6.55,,08-26
600121,郑州煤电,0.4,-310.53,,13.5,,40584.54,-310.84,,08-26
600150,中国船舶,-0.01,-216.67,,-0.13,,-1973.95,-215.53,,08-26
600265,ST景谷,-0.07,-30.0,,-54.74,,-871.99,-34.39,,08-26
002202,金风科技,0.31,-41.77,,5.76,,113291.83,-21.87,,08-26
300137,先河环保,0.14,13.49,,3.27,,4934.85,14.0,,08-26
000523,广州浪奇,0.03,65.0,,0.96,,1708.88,39.06,,08-26
600343,航天动力,0.02,-6.94,,0.6,,1314.43,-6.94,,08-26
600780,通宝能源,0.02,-69.44,,0.54,,2568.93,-69.44,,08-26
600481,双良节能,0.01,-77.78,,0.64,,1359.47,-77.79,,08-26
002333,罗普斯金,-0.01,-103.62,,-0.34,,-527.3,-103.63,,08-26
600132,重庆啤酒,0.33,65.0,,12.98,,16176.21,64.55,,08-26
000686,东北证券,0.13,-51.85,,1.99,,31094.66,-47.13,,08-26
601098,中南传媒,0.49,4.26,,6.79,,88309.53,5.1,,08-26
300126,锐奇股份,0.01,-82.14,,0.14,,141.64,-83.49,,08-26
600697,欧亚集团,0.84,1.2,,6.08,,13290.37,0.52,,08-26
601208,东材科技,0.11,175.0,,2.88,,6668.78,154.78,,08-26
603355,莱克电气,0.56,1.82,,7.29,,22525.51,2.05,,08-26
600056,中国医药,0.61,21.33,,9.13,,65264.75,28.05,,08-26
600865,百大集团,0.09,-43.4,,2.04,,3511.46,-41.27,,08-26
600198,大唐电信,-0.37,-14.17,,-14.82,,-32201.6,-14.19,,08-26
603800,道森股份,0.06,-138.07,,1.3,,1186.67,-138.48,,08-26
300147,香雪制药,0.07,-8.71,,1.42,,4858.17,-8.7,,08-26
002543,万和电气,0.49,-7.2,,7.05,,21372.87,-7.2,,08-26
000572,海马汽车,0.01,-86.05,,0.32,,2437.33,-86.04,,08-26
002397,梦洁股份,0.1,25.0,,4.67,,7008.51,25.39,,08-26
603100,川仪股份,0.18,12.5,,3.7,,7087.73,11.08,,08-26
000411,英特集团,0.2,5.26,,5.42,,4218.62,4.97,,08-26
002004,华邦健康,0.16,-20.0,,3.42,,33487.46,-19.42,,08-26
000685,中山公用,0.36,12.5,,4.56,,52592.63,12.31,,08-26
300621,维业股份,0.32,-7.71,,7.98,,3842.43,7.28,,08-26
600581,八一钢铁,0.52,-226.83,,16.73,,40145.38,-227.93,,08-26
600616,金枫酒业,0.06,-14.29,,1.6,,3213.96,-8.07,,08-26
002158,汉钟精机,0.16,2.36,,4.24,,8271.63,2.35,,08-26
600993,马应龙,0.4,8.11,,8.82,,17434.27,10.16,,08-26
300386,飞天诚信,0.06,-14.29,,1.63,,2568.2,-10.93,,08-26
600726,*ST华源,0.05,-70.59,,3.04,,10479.17,-68.09,,08-26
002579,中京电子,0.01,-96.15,,0.56,,560.32,-93.88,,08-26
002315,焦点科技,0.14,-13.9,,1.69,,3304.02,72.92,,08-26
300273,*ST和佳,0.07,-46.95,,2.3,,5404.47,-46.95,,08-26
002075,沙钢股份,0.09,187.58,,6.68,,18902.37,187.56,,08-26
600858,银座股份,0.1,-9.43,,1.66,,4997.92,-9.42,,08-26
300040,九洲集团,0.23,228.57,,4.2,,7659.69,226.45,,08-26
000027,深圳能源,0.1,-52.7,,1.85,,40331.12,-52.67,,08-26
000803,山高环能,-0.2,11.11,,-51.75,,-2525.04,12.48,,08-26
600268,国电南自,-0.15,-16.67,,-5.13,,-9450.72,-15.72,,08-26
300407,凯发电气,-0.07,-275.0,,-2.25,,-2029.07,-287.14,,08-26
600714,金瑞矿业,0.03,-120.31,,1.58,,938.34,-120.29,,08-26
600820,隧道股份,0.24,9.09,,4.26,,76361.25,8.7,,08-26
600136,ST明诚,0.04,5.5,,0.86,,2055.99,1.78,,08-26
600844,丹化科技,0.05,-151.56,,2.5,,4699.83,-167.37,,08-26
600881,亚泰集团,0.03,50.0,,0.61,,7085.36,40.29,,08-26
300062,中能电气,0.03,-84.21,,1.08,,940.98,-67.89,,08-26
000596,古井贡酒,1.09,26.74,,9.86,,54888.99,27.34,,08-26
300015,爱尔眼科,0.24,-12.86,,12.19,,36203.31,32.73,,08-26
600201,生物股份,0.63,26.0,,9.93,,38727.89,36.46,10转4,08-26
000776,广发证券,0.56,5.66,,5.34,,430142.67,6.72,,08-26
002411,*ST必康,0.3,-14.45,,5.34,,45619.84,-5.92,,08-26
603718,海利生物,0.08,-46.67,,5.34,,5383.47,5.45,,08-26
000038,*ST大通,0.56,12.43,,3.56,,18388.63,108.6,,08-26
300084,海默科技,0.01,-42.22,,0.11,,199.63,-31.46,,08-26
300385,雪浪环境,0.3,10.68,,4.62,,3629.63,10.67,,08-26
600647,同达创业,0.1,-82.06,,3.61,,1351.79,-82.07,,08-26
600360,华微电子,0.05,31.43,,1.67,,3418.92,32.0,,08-26
002546,新联电子,0.06,-14.29,,1.79,,4951.01,-3.59,,08-26
600397,安源煤业,-0.02,-92.12,,-1.36,,-2000.65,-92.11,,08-26
600759,ST洲际,-0.02,-387.84,,-0.9,,-4828.12,-388.64,,08-26
000677,恒天海龙,0.0,240.0,,1.07,,289.77,234.78,,08-26
300004,南风股份,0.19,280.0,,3.13,,9889.88,292.99,,08-26
603903,中持股份,0.16,-37.64,,2.54,,1397.49,-26.4,,08-26
603977,国泰集团,0.15,-53.13,,3.22,,3243.2,-39.62,,08-26
600429,三元股份,0.02,-77.44,,0.73,,3453.19,-77.48,,08-26
601766,中国中车,0.13,-27.78,,3.15,,367254.2,-23.41,,08-26
600135,乐凯胶片,0.13,68.22,,2.99,,4976.33,68.33,,08-26
000690,宝新能源,0.12,-42.86,,3.2,,26719.61,-32.14,,08-26
600584,长电科技,0.07,600.0,,1.36,,8899.23,730.69,,08-26
300095,华伍股份,0.06,-5.56,,1.9,,2378.28,3.19,,08-26
600415,小商品城,0.19,90.0,,9.72,,103527.88,80.24,,08-26
300315,掌趣科技,0.1,-33.33,,3.13,,26711.89,-36.17,,08-26
000816,智慧农业,-0.04,-434.86,,-1.56,,-5175.08,-433.13,,08-26
603123,翠微股份,0.11,29.89,,2.01,,5925.69,30.13,,08-26
601028,玉龙股份,-0.0,-100.75,,-0.01,,-26.29,-100.95,,08-26
000623,吉林敖东,0.78,-17.02,,4.78,,91123.18,8.7,,08-26
601818,光大银行,0.34,3.03,5.05,6.88,-5.14,1693900.0,3.04,,08-26
300303,聚飞光电,0.06,-33.33,,3.9,,7197.57,21.14,,08-26
600560,金自天正,0.05,-22.17,,1.55,,1139.16,-22.07,,08-26
300072,海新能科,0.68,0.0,,17.63,,121298.54,50.83,,08-26
000069,华侨城A,0.21,9.77,,3.85,,173367.34,9.74,,08-26
601008,连云港,0.0,-33.33,,0.12,,386.76,-37.07,,08-26
600712,南宁百货,-0.02,142.11,,-1.18,,-1250.08,142.61,,08-26
000561,烽火电子,0.03,-50.0,,1.43,,1647.52,-54.27,,08-26
300025,华星创业,0.06,-14.29,,2.87,,2585.82,-7.29,,08-26
000789,万年青,0.14,30.2,,3.07,,8752.51,30.23,,08-26
000888,峨眉山A,0.12,5.68,,3.04,,6278.05,5.71,,08-26
601099,太平洋,-0.02,-154.55,,-1.05,,-12319.9,-184.21,,08-26
601099,太平洋,-0.02,-154.55,,-1.05,,-12319.9,-184.21,,08-26
000509,华塑控股,-0.01,-56.04,,-35.15,,-1081.15,-56.0,,08-26
601211,国泰君安,0.56,-9.68,13.42,4.66,,475626.61,-5.26,,08-26
600057,厦门象屿,0.23,76.92,,3.96,,29693.27,94.38,,08-26
600099,林海股份,0.01,0.0,,0.28,,135.84,0.55,,08-26
600467,好当家,0.03,15.0,,1.47,,4373.68,15.16,,08-26
600121,郑州煤电,0.4,-310.53,,13.5,,40584.54,-310.84,,08-26
600162,香江控股,0.1,2.0,,5.48,,33039.88,35.25,,08-26
600866,星湖科技,-0.06,125.53,,-3.9,,-4102.37,125.54,,08-26
002409,雅克科技,0.12,36.11,,2.76,,4263.44,40.76,,08-26
603063,禾望电气,0.34,9.68,,8.5,,12364.38,10.79,,08-26
603189,网达软件,0.05,-44.44,,1.5,,1193.46,-21.2,,08-26
300116,保力新,0.23,-8930.77,,6.89,,55843.66,-43772.27,,08-26
002544,普天科技,0.04,25.87,,1.54,,2056.89,26.0,,08-26
600037,歌华有线,0.27,-6.52,,2.99,,37880.08,-6.55,,08-26
600481,双良节能,0.01,-77.78,,0.64,,1359.47,-77.79,,08-26
002333,罗普斯金,-0.01,-103.62,,-0.34,,-527.3,-103.63,,08-26
600150,中国船舶,-0.01,-216.67,,-0.13,,-1973.95,-215.53,,08-26
